TOKEN_ID,TOKEN_NAME,IMAGE,TOKEN_URI,DNA,Hair,Clothing,Jewelry,Mouth,Type,Type,Eye Color,Facial Feature,Eyewear,Accessories,Back,Helmet
9810,CloneX #9810,https://clonex-assets.rtfkt.com/images/9810.png,https://clonex-assets.rtfkt.com/9810,Reptile,PNK Curtains,IRI Tech JCKT,,,,,,,Cyborg V1,,,
9812,CloneX #9812,https://clonex-assets.rtfkt.com/images/9812.png,https://clonex-assets.rtfkt.com/9812,Robot,GRN Stylish,CLNX Tee,RNBW CBLE,,,,,,,,,
9808,CloneX #9808,https://clonex-assets.rtfkt.com/images/9808.png,https://clonex-assets.rtfkt.com/9808,Human,BLU Curtains,GRN Fur Coat,,GLD GRILLZ,,,BLU,,,VVS STUD,,
9809,CloneX #9809,https://clonex-assets.rtfkt.com/images/9809.png,https://clonex-assets.rtfkt.com/9809,Robot,PNK Shape Up,CLNX FRSH Shirt,S-HIRE CBLE,,,,,,Kawaii Patch,,,
9806,CloneX #9806,https://clonex-assets.rtfkt.com/images/9806.png,https://clonex-assets.rtfkt.com/9806,Robot,WHT OCTOPUS,FLOOR Tee,,1Tooth,MURAKAMI DRIP,MURAKAMI DRIP,,,Snow Storm,,GRY UNDRWRLD WINGZ,
9811,CloneX #9811,https://clonex-assets.rtfkt.com/images/9811.png,https://clonex-assets.rtfkt.com/9811,Robot,BLCK Stylish,RTFKT CHROME Tee,SLVR G-Link,,,,,,,,,
9804,CloneX #9804,https://clonex-assets.rtfkt.com/images/9804.png,https://clonex-assets.rtfkt.com/9804,Human,META LEOPARD TECH Cap,GM HOODIE,PURP Two Piece,Angry,,,BLU,CLNX TAT,,PTRA Earring,,
9801,CloneX #9801,https://clonex-assets.rtfkt.com/images/9801.png,https://clonex-assets.rtfkt.com/9801,Human,WHT BRDZ,BRED KBA JCKT,,,,,PURP,333 VSN TAT,VSN Glasses,,Robotic Arms,
9800,CloneX #9800,https://clonex-assets.rtfkt.com/images/9800.png,https://clonex-assets.rtfkt.com/9800,Robot,BLU Shape Up,BLU GRNG Dress,GLD Iced Cuban,,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,,,,
9805,CloneX #9805,https://clonex-assets.rtfkt.com/images/9805.png,https://clonex-assets.rtfkt.com/9805,Human,Fro,BRWN Future Dress,,,,,GRN,,,,,
9798,CloneX #9798,https://clonex-assets.rtfkt.com/images/9798.png,https://clonex-assets.rtfkt.com/9798,Human,PURP Curtains,BLCK TCTL Vest,SG-PDLCK,,,,PNK,SMLY TAT,VSN Glasses,,,
9803,CloneX #9803,https://clonex-assets.rtfkt.com/images/9803.png,https://clonex-assets.rtfkt.com/9803,Human,,ORNG HiTECH Dress,,,,,BLU CRYSTL,,,,,
9802,CloneX #9802,https://clonex-assets.rtfkt.com/images/9802.png,https://clonex-assets.rtfkt.com/9802,Robot,BRWN 2 Horns,HVY MTL HOODIE,,,MK-BLCK,MK-BLCK,,,Snow Storm,,,
9797,CloneX #9797,https://clonex-assets.rtfkt.com/images/9797.png,https://clonex-assets.rtfkt.com/9797,Angel,WHT Curtains,BLU PURP BNDN Shirt,,,,,,,,,,
9799,CloneX #9799,https://clonex-assets.rtfkt.com/images/9799.png,https://clonex-assets.rtfkt.com/9799,Human,RD Wrap,BLU ORNG BNDN Shirt,S-PDLCK,,,,BLCK Surprised,,,,,
9792,CloneX #9792,https://clonex-assets.rtfkt.com/images/9792.png,https://clonex-assets.rtfkt.com/9792,Demon,BLND Flower Wreath,BLCK Tee,,GLD GRILLZ,,,,,,,,
9793,CloneX #9793,https://clonex-assets.rtfkt.com/images/9793.png,https://clonex-assets.rtfkt.com/9793,Human,BLU Curtains,WHT Utility Vest,RBY Two Piece,Bamboo,STONED,STONED,BLU,,,,,
9795,CloneX #9795,https://clonex-assets.rtfkt.com/images/9795.png,https://clonex-assets.rtfkt.com/9795,Human,BLCK Stylish,JS Tee,,,,,BLCK Surprised,,,,,
9794,CloneX #9794,https://clonex-assets.rtfkt.com/images/9794.png,https://clonex-assets.rtfkt.com/9794,Human,WHT Turban,GM HOODIE,G-PDLCK,,,,CLSD BLU,,,,,
9790,CloneX #9790,https://clonex-assets.rtfkt.com/images/9790.png,https://clonex-assets.rtfkt.com/9790,Demon,BLU Hacker,V1 NVY SKL GRL,,,DRK,DRK,,,BILLIONAIRE,,,
9796,CloneX #9796,https://clonex-assets.rtfkt.com/images/9796.png,https://clonex-assets.rtfkt.com/9796,Human,Fro,MONO Tee,,Lollipop,,,BLCK Surprised,,Cyber Eye Patch,,,
9791,CloneX #9791,https://clonex-assets.rtfkt.com/images/9791.png,https://clonex-assets.rtfkt.com/9791,Robot,PNK BWLCUT,WAGMI Tee,CYN CBLE,,,,,,,,,
9789,CloneX #9789,https://clonex-assets.rtfkt.com/images/9789.png,https://clonex-assets.rtfkt.com/9789,Human,PNK Beret Braids,BLCK PIN BKR JCKT,,,,,RD CRYSTL,,,,,
9780,CloneX #9780,https://clonex-assets.rtfkt.com/images/9780.png,https://clonex-assets.rtfkt.com/9780,Robot,GRN DRDZ,BLU BNDN Shirt,,,,,,,,,,
9785,CloneX #9785,https://clonex-assets.rtfkt.com/images/9785.png,https://clonex-assets.rtfkt.com/9785,Human,BLCK Samurai,BLCK BNDN Shirt,,,,,PNK,,,,,
9782,CloneX #9782,https://clonex-assets.rtfkt.com/images/9782.png,https://clonex-assets.rtfkt.com/9782,Robot,BLND Quiff,BLCK PIN BKR JCKT,GLD CBLE,,,,,,BTC,,,
9786,CloneX #9786,https://clonex-assets.rtfkt.com/images/9786.png,https://clonex-assets.rtfkt.com/9786,Demon,GRN Stylish,MONO Fur Coat,SLVR CBLE,,ICE,ICE,,,,,,
9788,CloneX #9788,https://clonex-assets.rtfkt.com/images/9788.png,https://clonex-assets.rtfkt.com/9788,Human,BLCK Curtains,RFX Tee,,,,,BLU,,Assault Glasses,,,
9787,CloneX #9787,https://clonex-assets.rtfkt.com/images/9787.png,https://clonex-assets.rtfkt.com/9787,Human,WHT Unkept,STRIPE Tee,,,,,PNK,,,,,
9783,CloneX #9783,https://clonex-assets.rtfkt.com/images/9783.png,https://clonex-assets.rtfkt.com/9783,Human,GRN DRDZ,CLNX HOODIE,PURP G-Link,WZRD,,,YLLW,,,,,
9781,CloneX #9781,https://clonex-assets.rtfkt.com/images/9781.png,https://clonex-assets.rtfkt.com/9781,Demon,Kawaii,V3 WHT SKL GRL,SPIKED CHKR,,ICE,ICE,,,,,,
9784,CloneX #9784,https://clonex-assets.rtfkt.com/images/9784.png,https://clonex-assets.rtfkt.com/9784,Robot,LoneSome Cowboy,RTFKT CHROME Tee,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,,,,,,
9775,CloneX #9775,https://clonex-assets.rtfkt.com/images/9775.png,https://clonex-assets.rtfkt.com/9775,Robot,BRWN Unkept,CLNX HOODIE,,Ramen,MK1,MK1,,,Drip Scouter,,,
9779,CloneX #9779,https://clonex-assets.rtfkt.com/images/9779.png,https://clonex-assets.rtfkt.com/9779,Robot,BLCK Curtains,Blade Melt Tee,S-HIRE CBLE,,,,,,VSN Glasses,,,
9774,CloneX #9774,https://clonex-assets.rtfkt.com/images/9774.png,https://clonex-assets.rtfkt.com/9774,Human,CYBR DRDZ,RD VARSITY JCKT,,SMILE,,,BRWN,333 VSN TAT,DRIP VISION,,,
9776,CloneX #9776,https://clonex-assets.rtfkt.com/images/9776.png,https://clonex-assets.rtfkt.com/9776,Reptile,BLND Fro,GRN Tech JCKT,,INFCTD,,,,,,,,
9778,CloneX #9778,https://clonex-assets.rtfkt.com/images/9778.png,https://clonex-assets.rtfkt.com/9778,Human,WHT Otaku,GRNDT Fur Coat,S-HIRE G-Link,,,,BRWN,TRi War TAT,,GLD STUD,,
9777,CloneX #9777,https://clonex-assets.rtfkt.com/images/9777.png,https://clonex-assets.rtfkt.com/9777,Human,BLCK BRDZ,PURP Utility Vest,GLD G-Link,,,,CLSD PNK-BLU,,Cyber Eye Patch,SLVR Round,,
9773,CloneX #9773,https://clonex-assets.rtfkt.com/images/9773.png,https://clonex-assets.rtfkt.com/9773,Robot,GOAT HRNZ,BLU ORNG BNDN Shirt,,Angry,,,,,Cyber Eye Patch,,,
9771,CloneX #9771,https://clonex-assets.rtfkt.com/images/9771.png,https://clonex-assets.rtfkt.com/9771,Demon,PURP Curtains,JS HOODIE,,,ICE,ICE,,,,,,
9770,CloneX #9770,https://clonex-assets.rtfkt.com/images/9770.png,https://clonex-assets.rtfkt.com/9770,Robot,PURP Cyber Cat,BRWN HiTECH Gown,,Pilot Mask,,,,,,,,
9769,CloneX #9769,https://clonex-assets.rtfkt.com/images/9769.png,https://clonex-assets.rtfkt.com/9769,Angel,BLCK Unkept,STRIPE Tee,CYN CBLE,Angry,Divine,Divine,,,Cyber Eyes,,,
9772,CloneX #9772,https://clonex-assets.rtfkt.com/images/9772.png,https://clonex-assets.rtfkt.com/9772,Demon,PURP Hacker,BLCK Tee,,,ICE,ICE,,,,GLD Round,,
9764,CloneX #9764,https://clonex-assets.rtfkt.com/images/9764.png,https://clonex-assets.rtfkt.com/9764,Human,GOAT HRNZ,BLCK GM Tee,G-PDLCK,Romantico,,,YLLW,STARZ TAT,,,,
9761,CloneX #9761,https://clonex-assets.rtfkt.com/images/9761.png,https://clonex-assets.rtfkt.com/9761,Undead,BRED Buns,V1 BLCK SKL GRL,Bladez CHKR,Lollipop,,,,,,,,
9768,CloneX #9768,https://clonex-assets.rtfkt.com/images/9768.png,https://clonex-assets.rtfkt.com/9768,Human,Sound Wave,GRDNT PFA JCKT,,,,,BLU-PURP,VSN TAT,,,,
9767,CloneX #9767,https://clonex-assets.rtfkt.com/images/9767.png,https://clonex-assets.rtfkt.com/9767,Human,BLCK Beanie,GRN Fur Coat,,Lollipop,,,PNK,,,,,
9763,CloneX #9763,https://clonex-assets.rtfkt.com/images/9763.png,https://clonex-assets.rtfkt.com/9763,Demon,CYBR DRDZ,V6 WHT SKL GRL,,ROBO,ICE,ICE,,,,,,
9766,CloneX #9766,https://clonex-assets.rtfkt.com/images/9766.png,https://clonex-assets.rtfkt.com/9766,Demon,PNK MoHWK,BLCK VARSITY JCKT,,MAD,ICE,ICE,,,,,,
9762,CloneX #9762,https://clonex-assets.rtfkt.com/images/9762.png,https://clonex-assets.rtfkt.com/9762,Robot,BLCK Quiff,WHT KBA JCKT,SLVR CBLE,,,,,,Aviator,,,
9760,CloneX #9760,https://clonex-assets.rtfkt.com/images/9760.png,https://clonex-assets.rtfkt.com/9760,Reptile,CYBR DRDZ,MONO Tee,,Bamboo,,,,,,,,
9765,CloneX #9765,https://clonex-assets.rtfkt.com/images/9765.png,https://clonex-assets.rtfkt.com/9765,Human,RD DRDZ,BLCK Future Dress,GLD CBLE,Ghost,,,BRWN,,,,,
9759,CloneX #9759,https://clonex-assets.rtfkt.com/images/9759.png,https://clonex-assets.rtfkt.com/9759,Human,ORNG Bandana TECH Cap,STRIPE Tee,S-HIRE CBLE,,,,GRN,TRi War TAT,Cyborg V2,,,
9758,CloneX #9758,https://clonex-assets.rtfkt.com/images/9758.png,https://clonex-assets.rtfkt.com/9758,Robot,Flower Hat,BLCK PIN BKR JCKT,WGLD Iced Cuban,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,,,Drip Scouter,,,
9755,CloneX #9755,https://clonex-assets.rtfkt.com/images/9755.png,https://clonex-assets.rtfkt.com/9755,Human,RD Hairclip,PNK Fur Coat,,,,,GRN,333 TAT,,SLVR Round,,
9754,CloneX #9754,https://clonex-assets.rtfkt.com/images/9754.png,https://clonex-assets.rtfkt.com/9754,Angel,BLCK Soundwave,BLCK Jellyfish Tee,GLD CBLE,Jagged RNBW,Divine,Divine,,,,,,
9753,CloneX #9753,https://clonex-assets.rtfkt.com/images/9753.png,https://clonex-assets.rtfkt.com/9753,Demon,,PLASMA HOODIE,,RNBW GRILLS,ICE,ICE,,,,,,
9757,CloneX #9757,https://clonex-assets.rtfkt.com/images/9757.png,https://clonex-assets.rtfkt.com/9757,Demon,BLND Curtains,WHT Jellyfish Tee,RBY Two Piece,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,,,,SLVR Round,,
9756,CloneX #9756,https://clonex-assets.rtfkt.com/images/9756.png,https://clonex-assets.rtfkt.com/9756,Human,PURP Curtains,PNK Fur Coat,VVS PANDA,PSYCHIC LAZER,MURAKAMI DRIP,MURAKAMI DRIP,RNBW,333 TAT,BILLIONAIRE,,,
9752,CloneX #9752,https://clonex-assets.rtfkt.com/images/9752.png,https://clonex-assets.rtfkt.com/9752,Robot,LLC Tiara,BLCK Tee,CHRM,,MK-BLCK,MK-BLCK,,,,,,
9751,CloneX #9751,https://clonex-assets.rtfkt.com/images/9751.png,https://clonex-assets.rtfkt.com/9751,Robot,TECH Cap,PURP CAMO PFA JCKT,,Bubble,,,,,,SLVR Round,,
9749,CloneX #9749,https://clonex-assets.rtfkt.com/images/9749.png,https://clonex-assets.rtfkt.com/9749,Human,PNK Pilot,JS Tee,RBY Two Piece,,,,GRN,11-11 TAT,,,,
9748,CloneX #9748,https://clonex-assets.rtfkt.com/images/9748.png,https://clonex-assets.rtfkt.com/9748,Human,PNK Shape Up,WAGMI Tee,,,,,BLU-PURP,SKULL WEBZ TAT,,,Energy Wings,
9750,CloneX #9750,https://clonex-assets.rtfkt.com/images/9750.png,https://clonex-assets.rtfkt.com/9750,Angel,YU-BLCK,Blade Melt Tee,,,,,,,Cyber Bindi,,,
9747,CloneX #9747,https://clonex-assets.rtfkt.com/images/9747.png,https://clonex-assets.rtfkt.com/9747,Human,RCSave Cap,RTFKT CHROME Tee,,Bamboo,,,GRN,,Cyber Bindi,,,
9746,CloneX #9746,https://clonex-assets.rtfkt.com/images/9746.png,https://clonex-assets.rtfkt.com/9746,Human,BRWN Unkept,PNK HAWAIIAN Shirt,,Romantico,,,PURP,WARNING TAT,SPiKED BILLIONAIRE,,,
9745,CloneX #9745,https://clonex-assets.rtfkt.com/images/9745.png,https://clonex-assets.rtfkt.com/9745,Angel,PNK Shape Up,GRDNT PFA JCKT,S-PDLCK,,,,,,Aviator,,,
9738,CloneX #9738,https://clonex-assets.rtfkt.com/images/9738.png,https://clonex-assets.rtfkt.com/9738,Robot,BLU Shape Up,WAGMI Tee,,SMILE,,,,,,,,
9742,CloneX #9742,https://clonex-assets.rtfkt.com/images/9742.png,https://clonex-assets.rtfkt.com/9742,Human,PURP Curtains,BLU BLW UP JCKT,,,,,BLU-PURP,,Cyborg V2,,,
9741,CloneX #9741,https://clonex-assets.rtfkt.com/images/9741.png,https://clonex-assets.rtfkt.com/9741,Robot,Brain Machine,BLCK PIN BKR JCKT,,RNBW GRILLS,MK1,MK1,,,,,,
9744,CloneX #9744,https://clonex-assets.rtfkt.com/images/9744.png,https://clonex-assets.rtfkt.com/9744,Demon,BLCK Quiff,SD Tee,PNK ZK-BEADZ,,MURAKAMI DRIP,MURAKAMI DRIP,SPINNING,,,,,
9736,CloneX #9736,https://clonex-assets.rtfkt.com/images/9736.png,https://clonex-assets.rtfkt.com/9736,Robot,YU-BRED,BLCK Tee,,Angry,,,,,,,,
9737,CloneX #9737,https://clonex-assets.rtfkt.com/images/9737.png,https://clonex-assets.rtfkt.com/9737,Robot,BRED Visor,HVY MTL HOODIE,,FANGZ,,,,,Cyber Eye Patch,,,
9743,CloneX #9743,https://clonex-assets.rtfkt.com/images/9743.png,https://clonex-assets.rtfkt.com/9743,Human,BLND Hairclip,V2 WHT SKL GRL,GLD CBLE,,,,CLSD BRWN,STARVSN TAT,SPiKED BILLIONAIRE,,,
9739,CloneX #9739,https://clonex-assets.rtfkt.com/images/9739.png,https://clonex-assets.rtfkt.com/9739,Human,BLU Shape Up,WAGMI Tee,,ROBO,,,GRN,,,,,
9740,CloneX #9740,https://clonex-assets.rtfkt.com/images/9740.png,https://clonex-assets.rtfkt.com/9740,Human,PNK Shape Up,BLCK BKR JCKT,,,,,YLLW,333 VSN TAT,,,,
9733,CloneX #9733,https://clonex-assets.rtfkt.com/images/9733.png,https://clonex-assets.rtfkt.com/9733,Robot,WHT Quiff,PURP Utility Vest,CYN CBLE,WZRD,,,,,3RD Eye,,,
9735,CloneX #9735,https://clonex-assets.rtfkt.com/images/9735.png,https://clonex-assets.rtfkt.com/9735,Human,WHT 2 Horns,BLCK PIN BKR JCKT,PURP G-Link,,,,BRWN,,Cyber Bindi,,,
9734,CloneX #9734,https://clonex-assets.rtfkt.com/images/9734.png,https://clonex-assets.rtfkt.com/9734,Robot,BLU MoHWK,PNK Utility Vest,,,,,,,BTC,,,
9732,CloneX #9732,https://clonex-assets.rtfkt.com/images/9732.png,https://clonex-assets.rtfkt.com/9732,Angel,Flower Hat,RTFKT X TM RNBW FLOWER,,Ghost,Divine,Divine,,,,,,
9730,CloneX #9730,https://clonex-assets.rtfkt.com/images/9730.png,https://clonex-assets.rtfkt.com/9730,Human,BRWN Shaggy,PNK ORNG Fur Coat,PURP G-Link,,,,CLSD PNK,CLNX TAT,,,,
9731,CloneX #9731,https://clonex-assets.rtfkt.com/images/9731.png,https://clonex-assets.rtfkt.com/9731,Human,TECH Cap,RTFKT CHROME Tee,DRIP CHRM,Ghost,,,CLSD BRWN,TRi TAT,SPiKED BILLIONAIRE,,,
9729,CloneX #9729,https://clonex-assets.rtfkt.com/images/9729.png,https://clonex-assets.rtfkt.com/9729,Human,RD Spike,RTFKT CHROME Tee,WGLD Iced Cuban,,,,PURP,,,,,
9727,CloneX #9727,https://clonex-assets.rtfkt.com/images/9727.png,https://clonex-assets.rtfkt.com/9727,Robot,PURP Hacker,WHT KBA JCKT,,,MK1,MK1,,,,,,
9728,CloneX #9728,https://clonex-assets.rtfkt.com/images/9728.png,https://clonex-assets.rtfkt.com/9728,Demon,WHT Curtains,WHT KBA JCKT,,MAD,,,,,,,,
9725,CloneX #9725,https://clonex-assets.rtfkt.com/images/9725.png,https://clonex-assets.rtfkt.com/9725,Human,YLLW Spiked,PURP Utility Vest,,,,,BLU,,,,,
9726,CloneX #9726,https://clonex-assets.rtfkt.com/images/9726.png,https://clonex-assets.rtfkt.com/9726,Robot,Bunny,PNK BBL Vest,RBY Two Piece,Cyber Jaw,MK2,MK2,,,,,,
9724,CloneX #9724,,https://clonex-assets.rtfkt.com/9724,,,,,,,,,,,,,
9716,CloneX #9716,,https://clonex-assets.rtfkt.com/9716,,,,,,,,,,,,,
9722,CloneX #9722,https://clonex-assets.rtfkt.com/images/9722.png,https://clonex-assets.rtfkt.com/9722,Human,NVY DRDZ,ORNG FRSH Shirt,,,,,BLU-PURP,369 TAT,,,,
9721,CloneX #9721,https://clonex-assets.rtfkt.com/images/9721.png,https://clonex-assets.rtfkt.com/9721,Human,BLCK Shape Up,STRIPE Tee,,,,,BLU,,,,,
9715,CloneX #9715,https://clonex-assets.rtfkt.com/images/9715.png,https://clonex-assets.rtfkt.com/9715,Human,PURP Shape Up,V4 WHT SKL GRL,DRIP CHRM,Angry,,,YLLW,,OTT Future Vision,,,
9720,CloneX #9720,,https://clonex-assets.rtfkt.com/9720,,,,,,,,,,,,,
9718,CloneX #9718,,https://clonex-assets.rtfkt.com/9718,,,,,,,,,,,,,
9723,CloneX #9723,https://clonex-assets.rtfkt.com/images/9723.png,https://clonex-assets.rtfkt.com/9723,Angel,MNT Beret Braids,BLCK GM Tee,S-HIRE CBLE,,Divine,Divine,,,3D,,,
9719,CloneX #9719,https://clonex-assets.rtfkt.com/images/9719.png,https://clonex-assets.rtfkt.com/9719,Human,NVY DRDZ,Blade Melt Tee,,,,,PNK,,,Cross Earring,,
9717,CloneX #9717,https://clonex-assets.rtfkt.com/images/9717.png,https://clonex-assets.rtfkt.com/9717,Robot,Fro,JS Tee,,Cigar,,,,,RD LAZER,PTRA Earring,Robotic Arms,
9712,CloneX #9712,https://clonex-assets.rtfkt.com/images/9712.png,https://clonex-assets.rtfkt.com/9712,Human,GRN Shape Up,GRN HAWAIIAN Shirt,RBY Two Piece,RNBW GRILLS,,,YLLW,,,,,
9713,CloneX #9713,,https://clonex-assets.rtfkt.com/9713,,,,,,,,,,,,,
9714,CloneX #9714,https://clonex-assets.rtfkt.com/images/9714.png,https://clonex-assets.rtfkt.com/9714,Human,PNK Shape Up,PNK HAWAIIAN Shirt,,RNBW GRILLZ,,,PURP,,,,,
9701,CloneX #9701,https://clonex-assets.rtfkt.com/images/9701.png,https://clonex-assets.rtfkt.com/9701,Human,WHT Unkept,GRDNT PFA JCKT,,,,,PNK-BLU,11-11 TAT,,,,
9698,CloneX #9698,https://clonex-assets.rtfkt.com/images/9698.png,https://clonex-assets.rtfkt.com/9698,Robot,BLND BWLCUT,GRN TCTL Vest,,FANGZ,,,,,,,,
9700,CloneX #9700,https://clonex-assets.rtfkt.com/images/9700.png,https://clonex-assets.rtfkt.com/9700,Robot,BLND Pigtails,BLCK BNDN Shirt,S-HIRE G-Link,,MK1,MK1,,,,,,
9708,CloneX #9708,https://clonex-assets.rtfkt.com/images/9708.png,https://clonex-assets.rtfkt.com/9708,Human,PURP Head Scarf,FLOOR Tee,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,PNK,Slash Scar,Snow Storm,,,
9710,CloneX #9710,https://clonex-assets.rtfkt.com/images/9710.png,https://clonex-assets.rtfkt.com/9710,Human,BLND Pigtails,Blade Melt Tee,,,,,PURP,,,Gold Round Earrings,,
9699,CloneX #9699,https://clonex-assets.rtfkt.com/images/9699.png,https://clonex-assets.rtfkt.com/9699,Human,BLCK Hairclip,GRN HAWAIIAN Shirt,,,MURAKAMI DRIP,MURAKAMI DRIP,SPINNING,,,,,
9702,CloneX #9702,https://clonex-assets.rtfkt.com/images/9702.png,https://clonex-assets.rtfkt.com/9702,Reptile,BLND Hairclip,IRI Tech JCKT,,Angry,,,,,Drip Scouter,,,
9704,CloneX #9704,https://clonex-assets.rtfkt.com/images/9704.png,https://clonex-assets.rtfkt.com/9704,Human,BLCK Shape Up,MONO Tee,,Tan Tan Bo,MURAKAMI DRIP,MURAKAMI DRIP,PURP,11-11 TAT,3D,,,
9703,CloneX #9703,https://clonex-assets.rtfkt.com/images/9703.png,https://clonex-assets.rtfkt.com/9703,Robot,BLU Shape Up,WHT Utility Vest,Hi-TECH CBLE,,,,,,,,,
9706,CloneX #9706,https://clonex-assets.rtfkt.com/images/9706.png,https://clonex-assets.rtfkt.com/9706,Robot,YU-RD,RTFKT X TM RNBW FLOWER,,,MURAKAMI DRIP,MURAKAMI DRIP,,,Glass X,,Sword,
9711,CloneX #9711,https://clonex-assets.rtfkt.com/images/9711.png,https://clonex-assets.rtfkt.com/9711,Human,BLCK Curtains,RD BBL Vest,,SFTY Mask,,,BLU,BCODE TAT,BILLIONAIRE,,,
9707,CloneX #9707,,https://clonex-assets.rtfkt.com/9707,,,,,,,,,,,,,
9709,CloneX #9709,,https://clonex-assets.rtfkt.com/9709,,,,,,,,,,,,,
9705,CloneX #9705,,https://clonex-assets.rtfkt.com/9705,,,,,,,,,,,,,
9693,CloneX #9693,https://clonex-assets.rtfkt.com/images/9693.png,https://clonex-assets.rtfkt.com/9693,Robot,BLU OCTOPUS,SPACE TRIP Tee,Hi-TECH CBLE,RNBW GRILLS,MURAKAMI DRIP,MURAKAMI DRIP,,,,,,
9694,CloneX #9694,https://clonex-assets.rtfkt.com/images/9694.png,https://clonex-assets.rtfkt.com/9694,Human,PNK Beret Braids,CAMO PFA JCKT,,,,,PNK-BLU,,VSN Glasses,,,
9696,CloneX #9696,https://clonex-assets.rtfkt.com/images/9696.png,https://clonex-assets.rtfkt.com/9696,Angel,YU-RD,WHT KBA JCKT,,,,,,,,,,
9695,CloneX #9695,https://clonex-assets.rtfkt.com/images/9695.png,https://clonex-assets.rtfkt.com/9695,Human,BRWN Unkept,GRDNT PFA JCKT,DRIP CHRM,Gas Mask,,,YLLW,CLNX TAT,,PTRA Earring,,
9697,CloneX #9697,https://clonex-assets.rtfkt.com/images/9697.png,https://clonex-assets.rtfkt.com/9697,Robot,PNK Shape Up,RFX Tee,,Mustache,,,,,,,,
9692,CloneX #9692,https://clonex-assets.rtfkt.com/images/9692.png,https://clonex-assets.rtfkt.com/9692,Demon,Top Hat,CAMO PFA JCKT,PURP ZK-BEADZ,,,,,,,,,
9691,CloneX #9691,,https://clonex-assets.rtfkt.com/9691,,,,,,,,,,,,,
9688,CloneX #9688,https://clonex-assets.rtfkt.com/images/9688.png,https://clonex-assets.rtfkt.com/9688,Human,BLCK Unkept,BLCK PIN BKR JCKT,,,,,YLLW,,Eye Patch,SLVR Round,,
9689,CloneX #9689,https://clonex-assets.rtfkt.com/images/9689.png,https://clonex-assets.rtfkt.com/9689,Human,Flower Hat,28 JCKT,SLVR Two Piece,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,YLLW Breezy,TRi War TAT,,,SPLASH,
9684,CloneX #9684,https://clonex-assets.rtfkt.com/images/9684.png,https://clonex-assets.rtfkt.com/9684,Human,YU-BRED,WHT Jellyfish Tee,,ICED GRILLZ,MURAKAMI DRIP,MURAKAMI DRIP,AWAKEN,,,,,
9686,CloneX #9686,https://clonex-assets.rtfkt.com/images/9686.png,https://clonex-assets.rtfkt.com/9686,Robot,BLCK Unkept,BLCK VARSITY JCKT,,,,,,,,,,
9680,CloneX #9680,https://clonex-assets.rtfkt.com/images/9680.png,https://clonex-assets.rtfkt.com/9680,Human,MNT Long,BLCK PIN BKR JCKT,SG-PDLCK,GLD GRILLZ,,,BLU,,3D,,Energy Wings,
9682,CloneX #9682,https://clonex-assets.rtfkt.com/images/9682.png,https://clonex-assets.rtfkt.com/9682,Human,RD Stylish,V6 WHT SKL GRL,,,,,BLU,WEBZ TAT,,,,
9690,CloneX #9690,https://clonex-assets.rtfkt.com/images/9690.png,https://clonex-assets.rtfkt.com/9690,Human,BLCK Shape Up,JS HOODIE,GPURP Two Piece,,,,GRN,,BILLIONAIRE,,,
9687,CloneX #9687,https://clonex-assets.rtfkt.com/images/9687.png,https://clonex-assets.rtfkt.com/9687,Demon,PURP Hacker,WAGMI Tee,,,DRK,DRK,,,,,,
9683,CloneX #9683,https://clonex-assets.rtfkt.com/images/9683.png,https://clonex-assets.rtfkt.com/9683,Demon,BLCK Horn Headband,FLOOR Tee,PURP G-Link,,,,,,,,,
9679,CloneX #9679,https://clonex-assets.rtfkt.com/images/9679.png,https://clonex-assets.rtfkt.com/9679,Angel,NEON Cap,RCS Tee,DRIP CHRM,,,,,,,,,
9685,CloneX #9685,https://clonex-assets.rtfkt.com/images/9685.png,https://clonex-assets.rtfkt.com/9685,Demon,GRN Stylish,BLU BLW UP JCKT,PURP G-Link,,,,,,,,Sword,
9681,CloneX #9681,https://clonex-assets.rtfkt.com/images/9681.png,https://clonex-assets.rtfkt.com/9681,Demon,DOB Hat,RTFKT X TM RNBW FLOWER,,SMILEY RNBW,MURAKAMI DRIP,MURAKAMI DRIP,HALF-OPEN,,,,GRN UNDRWRLD WINGZ,
9678,CloneX #9678,https://clonex-assets.rtfkt.com/images/9678.png,https://clonex-assets.rtfkt.com/9678,Angel,BLCK Ponytail,BLU GRNG Dress,,,,,,,,,,
9675,CloneX #9675,https://clonex-assets.rtfkt.com/images/9675.png,https://clonex-assets.rtfkt.com/9675,Human,CYBR DRDZ,LIME GANG,,,,,PNK,SMLY TAT,,,,
9672,CloneX #9672,https://clonex-assets.rtfkt.com/images/9672.png,https://clonex-assets.rtfkt.com/9672,Undead,Fro,PURP CAMO PFA JCKT,,INFCTD,,,PURP,Angry TAT,Cyber Eye Patch,,,
